Total Sales,Total Orders,Total Unique Customers,Average Basket Value,Average Quantity per Order,Unique Discounted Products,Repeat Customers Same Day,Percent New Customers,Percent Orders with Delay,Percent Orders Changed,Total Discount Value
22895600521.0,1,69048,22895600521.0,507467.0,13739,0,0.037823482942735326,7.003311165519057e-05,0.0028909668491262667,2859462923.0
